owner	kind	row	column	value	lineage
fiber_1	realizer_14	6	-	0	1711186366924054100
fiber_1	realizer_support	14	-	28:0:0	1711186366924054100
fiber_1	realizer_15	0	-	0	1711186366924054101
fiber_1	realizer_15	1	-	0	1711186366924054101
fiber_1	realizer_15	2	-	1	1711186366924054101
fiber_1	realizer_15	3	-	1	1711186366924054101
fiber_1	realizer_15	4	-	0	1711186366924054101
fiber_1	realizer_15	5	-	-1	1711186366924054101
fiber_1	realizer_15	6	-	0	1711186366924054101
fiber_1	realizer_support	15	-	44:0:0	1711186366924054101
fiber_2	summary	0	0	2187:0:0:0:1	1711186366924054086
fiber_2	target	0	-	0/1	1711186366924054086
fiber_2	target	1	-	0/1	1711186366924054086
fiber_2	target	2	-	1/1	1711186366924054086
fiber_2	target	3	-	0/1	1711186366924054086
fiber_2	target	4	-	0/1	1711186366924054086
fiber_2	target	5	-	1/1	1711186366924054086
blowup_0	exceptional	0	-	0	1711186366924054212
blowup_0	pairing	0	0	0	1711186366924054212
blowup_0	pairing	0	1	1	1711186366924054212
blowup_0	pairing	0	2	0	1711186366924054212
blowup_0	pairing	0	3	0	1711186366924054212
blowup_0	pairing	0	4	0	1711186366924054212
blowup_0	pairing	0	5	0	1711186366924054212
blowup_0	pairing	0	6	0	1711186366924054212
blowup_0	pullback	0	0	1	1711186366924054212
blowup_0	pullback	0	1	0	1711186366924054212
blowup_0	pullback	0	2	0	1711186366924054212
blowup_0	pullback	0	3	0	1711186366924054212
blowup_0	pullback	0	4	0	1711186366924054212
blowup_0	pullback	0	5	0	1711186366924054212
blowup_0	exceptional	1	-	0	1711186366924054212
blowup_0	pairing	1	0	1	1711186366924054212
blowup_0	pairing	1	1	0	1711186366924054212
blowup_0	pairing	1	2	0	1711186366924054212
blowup_0	pairing	1	3	0	1711186366924054212
blowup_0	pairing	1	4	0	1711186366924054212
blowup_0	pairing	1	5	0	1711186366924054212
blowup_0	pairing	1	6	0	1711186366924054212
blowup_0	pullback	1	0	0	1711186366924054212
blowup_0	pullback	1	1	1	1711186366924054212
blowup_0	pullback	1	2	0	1711186366924054212
blowup_0	pullback	1	3	0	1711186366924054212
blowup_0	pullback	1	4	0	1711186366924054212
blowup_0	pullback	1	5	0	1711186366924054212
blowup_0	exceptional	2	-	0	1711186366924054212
blowup_0	pairing	2	0	0	1711186366924054212
blowup_0	pairing	2	1	0	1711186366924054212
blowup_0	pairing	2	2	0	1711186366924054212
blowup_0	pairing	2	3	0	1711186366924054212
blowup_0	pairing	2	4	0	1711186366924054212
blowup_0	pairing	2	5	-1	1711186366924054212
blowup_0	pairing	2	6	0	1711186366924054212
blowup_0	pullback	2	0	0	1711186366924054212
blowup_0	pullback	2	1	0	1711186366924054212
blowup_0	pullback	2	2	1	1711186366924054212
blowup_0	pullback	2	3	0	1711186366924054212
blowup_0	pullback	2	4	0	1711186366924054212
blowup_0	pullback	2	5	0	1711186366924054212
blowup_0	exceptional	3	-	0	1711186366924054212
blowup_0	pairing	3	0	0	1711186366924054212
blowup_0	pairing	3	1	0	1711186366924054212
blowup_0	pairing	3	2	0	1711186366924054212
blowup_0	pairing	3	3	0	1711186366924054212
blowup_0	pairing	3	4	1	1711186366924054212
blowup_0	pairing	3	5	0	1711186366924054212
blowup_0	pairing	3	6	0	1711186366924054212
blowup_0	pullback	3	0	0	1711186366924054212
blowup_0	pullback	3	1	0	1711186366924054212
blowup_0	pullback	3	2	0	1711186366924054212
blowup_0	pullback	3	3	1	1711186366924054212
blowup_0	pullback	3	4	0	1711186366924054212
blowup_0	pullback	3	5	0	1711186366924054212
blowup_0	exceptional	4	-	0	1711186366924054212
blowup_0	pairing	4	0	0	1711186366924054212
blowup_0	pairing	4	1	0	1711186366924054212
blowup_0	pairing	4	2	0	1711186366924054212
blowup_0	pairing	4	3	1	1711186366924054212
blowup_0	pairing	4	4	0	1711186366924054212
blowup_0	pairing	4	5	0	1711186366924054212
blowup_0	pairing	4	6	0	1711186366924054212
blowup_0	pullback	4	0	0	1711186366924054212
blowup_0	pullback	4	1	0	1711186366924054212
blowup_0	pullback	4	2	0	1711186366924054212
blowup_0	pullback	4	3	0	1711186366924054212
blowup_0	pullback	4	4	1	1711186366924054212
blowup_0	pullback	4	5	0	1711186366924054212
blowup_0	exceptional	5	-	0	1711186366924054212
blowup_0	pairing	5	0	0	1711186366924054212
blowup_0	pairing	5	1	0	1711186366924054212
blowup_0	pairing	5	2	-1	1711186366924054212
blowup_0	pairing	5	3	0	1711186366924054212
blowup_0	pairing	5	4	0	1711186366924054212
blowup_0	pairing	5	5	0	1711186366924054212
blowup_0	pairing	5	6	0	1711186366924054212
blowup_0	pullback	5	0	0	1711186366924054212
blowup_0	pullback	5	1	0	1711186366924054212
blowup_0	pullback	5	2	0	1711186366924054212
blowup_0	pullback	5	3	0	1711186366924054212
blowup_0	pullback	5	4	0	1711186366924054212
blowup_0	pullback	5	5	1	1711186366924054212
blowup_0	exceptional	6	-	1	1711186366924054212
blowup_0	pairing	6	0	0	1711186366924054212
blowup_0	pairing	6	1	0	1711186366924054212
blowup_0	pairing	6	2	0	1711186366924054212
blowup_0	pairing	6	3	0	1711186366924054212
blowup_0	pairing	6	4	0	1711186366924054212
blowup_0	pairing	6	5	0	1711186366924054212
blowup_0	pairing	6	6	-1	1711186366924054212
blowup_0	pullback	6	0	0	1711186366924054212
blowup_0	pullback	6	1	0	1711186366924054212
blowup_0	pullback	6	2	0	1711186366924054212
blowup_0	pullback	6	3	0	1711186366924054212
blowup_0	pullback	6	4	0	1711186366924054212
blowup_0	pullback	6	5	0	1711186366924054212
blowup_0	pushforward	0	0	1	1711186366924054212
blowup_0	pushforward	0	1	0	1711186366924054212
blowup_0	pushforward	0	2	0	1711186366924054212
blowup_0	pushforward	0	3	0	1711186366924054212
blowup_0	pushforward	0	4	0	1711186366924054212
blowup_0	pushforward	0	5	0	1711186366924054212
blowup_0	pushforward	0	6	0	1711186366924054212
blowup_0	pushforward	1	0	0	1711186366924054212
blowup_0	pushforward	1	1	1	1711186366924054212
blowup_0	pushforward	1	2	0	1711186366924054212
blowup_0	pushforward	1	3	0	1711186366924054212
blowup_0	pushforward	1	4	0	1711186366924054212
blowup_0	pushforward	1	5	0	1711186366924054212
blowup_0	pushforward	1	6	0	1711186366924054212
blowup_0	pushforward	2	0	0	1711186366924054212
blowup_0	pushforward	2	1	0	1711186366924054212
blowup_0	pushforward	2	2	1	1711186366924054212
blowup_0	pushforward	2	3	0	1711186366924054212
blowup_0	pushforward	2	4	0	1711186366924054212
blowup_0	pushforward	2	5	0	1711186366924054212
blowup_0	pushforward	2	6	0	1711186366924054212
blowup_0	pushforward	3	0	0	1711186366924054212
blowup_0	pushforward	3	1	0	1711186366924054212
blowup_0	pushforward	3	2	0	1711186366924054212
blowup_0	pushforward	3	3	1	1711186366924054212
blowup_0	pushforward	3	4	0	1711186366924054212
blowup_0	pushforward	3	5	0	1711186366924054212
blowup_0	pushforward	3	6	0	1711186366924054212
blowup_0	pushforward	4	0	0	1711186366924054212
blowup_0	pushforward	4	1	0	1711186366924054212
blowup_0	pushforward	4	2	0	1711186366924054212
blowup_0	pushforward	4	3	0	1711186366924054212
blowup_0	pushforward	4	4	1	1711186366924054212
blowup_0	pushforward	4	5	0	1711186366924054212
blowup_0	pushforward	4	6	0	1711186366924054212
blowup_0	pushforward	5	0	0	1711186366924054212
blowup_0	pushforward	5	1	0	1711186366924054212
blowup_0	pushforward	5	2	0	1711186366924054212
blowup_0	pushforward	5	3	0	1711186366924054212
blowup_0	pushforward	5	4	0	1711186366924054212
blowup_0	pushforward	5	5	1	1711186366924054212
blowup_0	pushforward	5	6	0	1711186366924054212
blowup_0	strict_0	0	-	1	1711186366924054212
blowup_0	strict_0	1	-	1	1711186366924054212
blowup_0	strict_0	2	-	0	1711186366924054212
blowup_0	strict_0	3	-	1	1711186366924054212
blowup_0	strict_0	4	-	-1	1711186366924054212
blowup_0	strict_0	5	-	0	1711186366924054212
blowup_0	strict_0	6	-	-1	1711186366924054212
blowup_0	support_0	0	0	1:-1	1711186366924054212
blowup_0	strict_1	0	-	1	1711186366924054212
blowup_0	strict_1	1	-	1	1711186366924054212
blowup_0	strict_1	2	-	0	1711186366924054212
blowup_0	strict_1	3	-	1	1711186366924054212
blowup_0	strict_1	4	-	-1	1711186366924054212
blowup_0	strict_1	5	-	0	1711186366924054212
blowup_0	strict_1	6	-	0	1711186366924054212
blowup_0	support_1	0	0	0:0	1711186366924054212
blowup_0	strict_2	0	-	1	1711186366924054212
blowup_0	strict_2	1	-	1	1711186366924054212
blowup_0	strict_2	2	-	0	1711186366924054212
blowup_0	strict_2	3	-	1	1711186366924054212
blowup_0	strict_2	4	-	-1	1711186366924054212
blowup_0	strict_2	5	-	0	1711186366924054212
blowup_0	strict_2	6	-	0	1711186366924054212
blowup_0	support_2	0	0	0:0	1711186366924054212
blowup_0	strict_3	0	-	1	1711186366924054212
blowup_0	strict_3	1	-	1	1711186366924054212
blowup_0	strict_3	2	-	0	1711186366924054212
blowup_0	strict_3	3	-	1	1711186366924054212
blowup_0	strict_3	4	-	-1	1711186366924054212
blowup_0	strict_3	5	-	0	1711186366924054212
blowup_0	strict_3	6	-	0	1711186366924054212
blowup_0	support_3	0	0	0:0	1711186366924054212
blowup_0	residual	0	0	1:1:1:1	1711186366924054212
blowup_1	exceptional	0	-	0	1711186366924054213
blowup_1	pairing	0	0	0	1711186366924054213
blowup_1	pairing	0	1	1	1711186366924054213
blowup_1	pairing	0	2	0	1711186366924054213
blowup_1	pairing	0	3	0	1711186366924054213
blowup_1	pairing	0	4	0	1711186366924054213
blowup_1	pairing	0	5	0	1711186366924054213
blowup_1	pairing	0	6	0	1711186366924054213
blowup_1	pullback	0	0	1	1711186366924054213
blowup_1	pullback	0	1	0	1711186366924054213
blowup_1	pullback	0	2	0	1711186366924054213
blowup_1	pullback	0	3	0	1711186366924054213
blowup_1	pullback	0	4	0	1711186366924054213
blowup_1	pullback	0	5	0	1711186366924054213
blowup_1	exceptional	1	-	0	1711186366924054213
blowup_1	pairing	1	0	1	1711186366924054213
blowup_1	pairing	1	1	0	1711186366924054213
blowup_1	pairing	1	2	0	1711186366924054213
blowup_1	pairing	1	3	0	1711186366924054213
blowup_1	pairing	1	4	0	1711186366924054213
blowup_1	pairing	1	5	0	1711186366924054213
blowup_1	pairing	1	6	0	1711186366924054213
blowup_1	pullback	1	0	0	1711186366924054213
blowup_1	pullback	1	1	1	1711186366924054213
blowup_1	pullback	1	2	0	1711186366924054213
blowup_1	pullback	1	3	0	1711186366924054213
blowup_1	pullback	1	4	0	1711186366924054213
blowup_1	pullback	1	5	0	1711186366924054213
blowup_1	exceptional	2	-	0	1711186366924054213
blowup_1	pairing	2	0	0	1711186366924054213
blowup_1	pairing	2	1	0	1711186366924054213
blowup_1	pairing	2	2	0	1711186366924054213
blowup_1	pairing	2	3	0	1711186366924054213
blowup_1	pairing	2	4	0	1711186366924054213
blowup_1	pairing	2	5	-1	1711186366924054213
blowup_1	pairing	2	6	0	1711186366924054213
blowup_1	pullback	2	0	0	1711186366924054213
blowup_1	pullback	2	1	0	1711186366924054213
blowup_1	pullback	2	2	1	1711186366924054213
blowup_1	pullback	2	3	0	1711186366924054213
blowup_1	pullback	2	4	0	1711186366924054213
blowup_1	pullback	2	5	0	1711186366924054213
blowup_1	exceptional	3	-	0	1711186366924054213
blowup_1	pairing	3	0	0	1711186366924054213
blowup_1	pairing	3	1	0	1711186366924054213
blowup_1	pairing	3	2	0	1711186366924054213
blowup_1	pairing	3	3	0	1711186366924054213
blowup_1	pairing	3	4	1	1711186366924054213
blowup_1	pairing	3	5	0	1711186366924054213
blowup_1	pairing	3	6	0	1711186366924054213
blowup_1	pullback	3	0	0	1711186366924054213
blowup_1	pullback	3	1	0	1711186366924054213
blowup_1	pullback	3	2	0	1711186366924054213
blowup_1	pullback	3	3	1	1711186366924054213
blowup_1	pullback	3	4	0	1711186366924054213
blowup_1	pullback	3	5	0	1711186366924054213
blowup_1	exceptional	4	-	0	1711186366924054213
blowup_1	pairing	4	0	0	1711186366924054213
blowup_1	pairing	4	1	0	1711186366924054213
blowup_1	pairing	4	2	0	1711186366924054213
blowup_1	pairing	4	3	1	1711186366924054213
blowup_1	pairing	4	4	0	1711186366924054213
blowup_1	pairing	4	5	0	1711186366924054213
blowup_1	pairing	4	6	0	1711186366924054213
blowup_1	pullback	4	0	0	1711186366924054213
blowup_1	pullback	4	1	0	1711186366924054213
blowup_1	pullback	4	2	0	1711186366924054213
blowup_1	pullback	4	3	0	1711186366924054213
blowup_1	pullback	4	4	1	1711186366924054213
blowup_1	pullback	4	5	0	1711186366924054213
blowup_1	exceptional	5	-	0	1711186366924054213
blowup_1	pairing	5	0	0	1711186366924054213
blowup_1	pairing	5	1	0	1711186366924054213
blowup_1	pairing	5	2	-1	1711186366924054213
blowup_1	pairing	5	3	0	1711186366924054213
blowup_1	pairing	5	4	0	1711186366924054213
blowup_1	pairing	5	5	0	1711186366924054213
blowup_1	pairing	5	6	0	1711186366924054213
blowup_1	pullback	5	0	0	1711186366924054213
blowup_1	pullback	5	1	0	1711186366924054213
blowup_1	pullback	5	2	0	1711186366924054213
blowup_1	pullback	5	3	0	1711186366924054213
blowup_1	pullback	5	4	0	1711186366924054213
blowup_1	pullback	5	5	1	1711186366924054213
blowup_1	exceptional	6	-	1	1711186366924054213
blowup_1	pairing	6	0	0	1711186366924054213
blowup_1	pairing	6	1	0	1711186366924054213
blowup_1	pairing	6	2	0	1711186366924054213
blowup_1	pairing	6	3	0	1711186366924054213
blowup_1	pairing	6	4	0	1711186366924054213
blowup_1	pairing	6	5	0	1711186366924054213
blowup_1	pairing	6	6	-1	1711186366924054213
blowup_1	pullback	6	0	0	1711186366924054213
blowup_1	pullback	6	1	0	1711186366924054213
blowup_1	pullback	6	2	0	1711186366924054213
blowup_1	pullback	6	3	0	1711186366924054213
blowup_1	pullback	6	4	0	1711186366924054213
blowup_1	pullback	6	5	0	1711186366924054213
blowup_1	pushforward	0	0	1	1711186366924054213
blowup_1	pushforward	0	1	0	1711186366924054213
blowup_1	pushforward	0	2	0	1711186366924054213
blowup_1	pushforward	0	3	0	1711186366924054213
blowup_1	pushforward	0	4	0	1711186366924054213
blowup_1	pushforward	0	5	0	1711186366924054213
blowup_1	pushforward	0	6	0	1711186366924054213
blowup_1	pushforward	1	0	0	1711186366924054213
blowup_1	pushforward	1	1	1	1711186366924054213
blowup_1	pushforward	1	2	0	1711186366924054213
blowup_1	pushforward	1	3	0	1711186366924054213
blowup_1	pushforward	1	4	0	1711186366924054213
blowup_1	pushforward	1	5	0	1711186366924054213
blowup_1	pushforward	1	6	0	1711186366924054213
blowup_1	pushforward	2	0	0	1711186366924054213
blowup_1	pushforward	2	1	0	1711186366924054213
blowup_1	pushforward	2	2	1	1711186366924054213
blowup_1	pushforward	2	3	0	1711186366924054213
blowup_1	pushforward	2	4	0	1711186366924054213
blowup_1	pushforward	2	5	0	1711186366924054213
blowup_1	pushforward	2	6	0	1711186366924054213
blowup_1	pushforward	3	0	0	1711186366924054213
blowup_1	pushforward	3	1	0	1711186366924054213
blowup_1	pushforward	3	2	0	1711186366924054213
blowup_1	pushforward	3	3	1	1711186366924054213
blowup_1	pushforward	3	4	0	1711186366924054213
blowup_1	pushforward	3	5	0	1711186366924054213
blowup_1	pushforward	3	6	0	1711186366924054213
blowup_1	pushforward	4	0	0	1711186366924054213
blowup_1	pushforward	4	1	0	1711186366924054213
blowup_1	pushforward	4	2	0	1711186366924054213
blowup_1	pushforward	4	3	0	1711186366924054213
blowup_1	pushforward	4	4	1	1711186366924054213
blowup_1	pushforward	4	5	0	1711186366924054213
blowup_1	pushforward	4	6	0	1711186366924054213
blowup_1	pushforward	5	0	0	1711186366924054213
blowup_1	pushforward	5	1	0	1711186366924054213
blowup_1	pushforward	5	2	0	1711186366924054213
blowup_1	pushforward	5	3	0	1711186366924054213
blowup_1	pushforward	5	4	0	1711186366924054213
blowup_1	pushforward	5	5	1	1711186366924054213
blowup_1	pushforward	5	6	0	1711186366924054213
blowup_1	strict_0	0	-	1	1711186366924054213
blowup_1	strict_0	1	-	1	1711186366924054213
blowup_1	strict_0	2	-	0	1711186366924054213
blowup_1	strict_0	3	-	1	1711186366924054213
blowup_1	strict_0	4	-	-1	1711186366924054213
blowup_1	strict_0	5	-	0	1711186366924054213
blowup_1	strict_0	6	-	0	1711186366924054213
blowup_1	support_0	0	0	0:0	1711186366924054213
blowup_1	strict_1	0	-	1	1711186366924054213
blowup_1	strict_1	1	-	1	1711186366924054213
blowup_1	strict_1	2	-	0	1711186366924054213
blowup_1	strict_1	3	-	1	1711186366924054213
blowup_1	strict_1	4	-	-1	1711186366924054213
blowup_1	strict_1	5	-	0	1711186366924054213
blowup_1	strict_1	6	-	-1	1711186366924054213
blowup_1	support_1	0	0	1:-1	1711186366924054213
blowup_1	strict_2	0	-	1	1711186366924054213
blowup_1	strict_2	1	-	1	1711186366924054213
blowup_1	strict_2	2	-	0	1711186366924054213
blowup_1	strict_2	3	-	1	1711186366924054213
blowup_1	strict_2	4	-	-1	1711186366924054213
blowup_1	strict_2	5	-	0	1711186366924054213
blowup_1	strict_2	6	-	0	1711186366924054213
blowup_1	support_2	0	0	0:0	1711186366924054213
blowup_1	strict_3	0	-	1	1711186366924054213
blowup_1	strict_3	1	-	1	1711186366924054213
blowup_1	strict_3	2	-	0	1711186366924054213
blowup_1	strict_3	3	-	1	1711186366924054213
blowup_1	strict_3	4	-	-1	1711186366924054213
blowup_1	strict_3	5	-	0	1711186366924054213
blowup_1	strict_3	6	-	0	1711186366924054213
blowup_1	support_3	0	0	0:0	1711186366924054213
blowup_1	residual	0	0	1:1:1:1	1711186366924054213
